's,6.90123
+9.0g,6.90123
0,5.98494
0.02,6.90123
0.02—0.1,6.90123
0.1,5.98494
0.18,6.90123
0.3,6.90123
0.34,6.49577
0.39亿,6.90123
0.4,6.20809
0.4-0.8Mpa,6.90123
0.45,6.49577
0.5,5.64847
0.5%,6.20809
0.57,6.90123
0.68,6.49577
0.72亿,6.90123
0.74亿,6.90123
0.9,6.49577
0.93,6.90123
000,6.20809
000亿,6.90123
001,6.90123
002,6.90123
007,6.49577
00分,6.90123
01,4.26218
010—63073377,5.64847
02,5.2918
03,4.41633
0311,6.90123
039,6.49577
04,4.16039
05,5.19649
05-C-6324,6.90123
05分,6.49577
06,5.02943
06-1,6.90123
060万,6.90123
066,6.90123
07,5.80262
072,6.90123
072III,6.90123
08,6.20809
08月,6.90123
09分,6.49577
0．1,6.90123
0．35,6.90123
0．65,6.90123
0．7,6.90123
0．8,6.90123
0．9,6.90123
1,1.82294
1%,5.51494
1+1＞2,6.90123
1-4-2-1,6.90123
1.,5.80262
1.0,6.49577
1.09%,6.90123
1.1,6.20809
1.13,6.90123
1.18,6.90123
1.1×1.1,6.90123
1.1万,5.51494
1.1万-1.2万,6.49577
1.1亿,6.49577
1.2,6.20809
1.2%,6.90123
1.2-12,6.90123
1.22,6.90123
1.23亿,6.49577
1.24亿,6.49577
1.27亿,6.90123
1.283亿,6.20809
1.2万,5.10947
1.3,6.90123
1.3131亿,6.90123
1.33亿,6.90123
1.34亿,6.90123
1.35亿,6.49577
1.39亿,6.90123
1.3万,6.20809
1.3亿,5.2918
1.42,6.90123
1.45亿,5.98494
1.46万,6.90123
1.477,6.90123
1.4万,6.90123
1.5,4.82179
1.57亿,6.90123
1.5万,5.02943
1.5亿,6.20809
1.6,5.80262
1.616万,6.49577
1.63%,6.90123
1.6万,6.20809
1.6亿,5.98494
1.75亿,6.90123
1.7万,4.95532
1.80,6.90123
1.82,6.90123
1.87亿,6.90123
1.8万,5.64847
1.93亿,6.90123
1.9万,6.20809
1.9亿,6.49577
10,1.63338
10%,4.88633
10+3,6.90123
10.5,6.90123
10.7,5.98494
10.86,6.90123
100,2.61765
100%,5.2918
100-150,6.49577
1000,3.30392
10000,5.19649
1000万,4.82179
1000亿,5.2918
1000ｍ,6.90123
1003万,6.90123
100mm,6.90123
100万,5.19649
100亿,4.82179
100％,5.51494
1013,6.49577
102,5.98494
103,5.98494
104,6.20809
10433,6.90123
105,4.95532
10504,6.90123
105900万,6.90123
1059亿,6.49577
105mm,6.90123
105亿,6.49577
106,6.49577
1060万,6.90123
106亿,6.90123
107,5.64847
1072,6.49577
10750,6.90123
108,5.51494
1089,6.90123
108960,6.90123
109,6.20809
10:00—10:30,6.90123
10:55,6.90123
10C,6.90123
10G,6.90123
10—15,6.49577
10万,4.09787
10亿,5.02943
10亿-12亿,6.90123
10分,5.19649
10日,3.25058
10时,4.76117
10月,2.7741
10点,5.39716
10秒,6.49577
10．8,6.90123
10：53,6.90123
10：55,6.90123
11,3.07259
11-12,6.49577
11.25亿,6.90123
11.3,6.90123
11.3%,6.90123
11.3亿,6.90123
11.4%,6.90123
11.5,6.20809
110,4.95532
1100,5.64847
11000,6.49577
1100万,6.49577
1108．5亿,6.90123
110万,5.80262
110亿,5.64847
111,5.64847
11113,6.90123
111亿,6.90123
112,5.80262
1124,6.90123
1124M,6.90123
113.4万,6.90123
1130,6.49577
1135,6.20809
114,5.98494
1143,6.90123
1143.2,6.90123
1143.3,6.90123
1143.4,6.90123
11435,6.90123
114L,6.90123
115,5.98494
1150,6.90123
11500,6.49577
116,5.64847
11600,6.90123
1163,6.90123
117,4.59865
11700,6.90123
117A,6.20809
118,6.20809
11:07,6.90123
11:10,6.90123
11MB1,6.49577
11kg,6.90123
11亿,6.20809
11分,6.90123
11日,3.74423
11时,5.64847
11月,2.93094
11月份,6.49577
11点,5.80262
12,2.44689
12%,6.49577
12.1,6.90123
12.5,6.20809
12.5亿,6.90123
12.7,5.64847
12.8万,6.20809
12.8亿,6.90123
120,3.68236
1200,4.82179
12000,5.2918
12000十,6.90123
1200亿,5.51494
120B,6.90123
120C,6.49577
120C-6,6.90123
120D,6.90123
120mm,6.49577
120万,6.20809
120亿,5.80262
120ｍ／ｓ,6.90123
121,5.98494
122,5.80262
123,5.39716
124,5.19649
125,4.95532
12500,6.90123
125A,6.49577
125亿,6.49577
125／,6.49577
126,4.95532
126亿,6.49577
127,5.80262
1271,6.49577
1272,6.49577
127mmX127mm,6.90123
128,5.80262
129亿,6.49577
12E,6.90123
12kg,6.90123
12万,6.20809
12亿,5.80262
12日,3.4355
12时,4.88633
12月,2.53814
12月份,6.20809
12点,6.20809
13,3.36027
13%,6.20809
13-17,6.90123
13.2,6.90123
13.4,6.90123
13.5,6.49577
13.6万,6.49577
130,3.53394
1300,4.82179
1300-1700,6.49577
13000,6.20809
1300万,6.90123
130E,6.49577
130E/H,6.49577
130H,6.49577
130H-2,6.90123
130H-MP,6.90123
130J,6.20809
130mm,6.90123
130亿,6.49577
131,6.20809
131亿,6.90123
132,5.64847
1322,6.90123
1328,6.90123
133,6.49577
13400,6.90123
135,4.59865
1350,5.2918
13500,6.90123
1355,6.90123
135E,6.49577
135R,6.20809
135亿,6.20809
136,6.49577
137,6.20809
138,5.98494
139,6.20809
13万,5.80262
13亿,5.98494
13分,6.20809
13日,3.0405
13时,6.20809
13点,6.90123
13．965,6.90123
14,3.05109
14%,6.49577
14.4%,6.90123
14.5万,6.90123
14.6%,6.90123
14.7%,5.98494
14.76万,6.90123
14.8万,6.49577
14.9亿,6.90123
140,5.02943
1400,5.51494
1400万,6.20809
141,6.90123
1420,6.90123
142MSD,6.90123
143,6.49577
1430万,6.90123
14335,6.90123
144,5.64847
145,5.64847
145.3,6.90123
1450万,6.90123
146,5.64847
149,6.90123
149820,6.90123
14A,5.98494
14万,6.49577
14亿,5.80262
14日,3.07259
14时,5.51494
14．7％,6.20809
14Ａ,6.90123
15,2.4296
15%,4.76117
15%%,6.49577
15-18亿,6.90123
15-20,6.20809
15.4%,6.90123
15.6,6.90123
15.7,6.90123
15.9%,6.90123
150,3.48351
1500,4.06802
1500-2000,6.90123
15000,5.39716
1500万,5.98494
150亿,5.2918
1515年,6.90123
152,5.64847
1522．86亿,6.90123
15240,6.90123
152亿,6.90123
153,6.90123
154,5.2918
1546年,6.90123
154C,6.90123
155,5.51494
1553,6.90123
1553B,6.90123
156,6.49577
157,6.90123
158,6.90123
15940,6.49577
15A/B,6.90123
15C,5.39716
15C/D,6.49577
15C/E,6.90123
15E,5.39716
15J/DJ,6.90123
15K,5.98494
15TT,6.90123
15万,5.64847
15亿,4.76117
15分,5.64847
15日,3.06178
15时,6.20809
15点,6.90123
15秒,5.98494
15／30,6.90123
16,2.39037
16.25亿,6.49577
16.3,5.98494
16.5,6.90123
16.5%,6.49577
16.9,6.90123
160,4.59865
1600,5.10947
16000,5.80262
1600万,6.90123
1600亿,6.90123
160亿,6.49577
161,5.80262
163,6.90123
164,6.90123
1660-1783,6.90123
1660亿,6.90123
1664万,6.90123
168,5.98494
16:26,6.90123
16:41,6.90123
16A/B,6.20809
16AM,6.90123
16AM/BM,6.90123
16A／B,6.49577
16C,6.49577
16C/D,5.51494
16D,5.98494
16I,5.98494
16——60,6.90123
16万,6.90123
16亿,6.49577
16分,6.49577
16日,3.14003
16时,5.80262
16Ａ／Ｂ,6.90123
17,3.21235
17.3%,6.49577
17.4,6.90123
170,4.54986
1700,5.2918
1700-2200,6.49577
17000,5.2918
1700万,6.20809
171,6.20809
1724万,6.49577
1733亿,6.90123
174,5.64847
175,5.80262
176,6.90123
176.6,6.49577
1760,6.90123
1763,6.90123
177,6.90123
1776年,6.90123
1777年,6.90123
178,5.80262
17800,6.90123
1780年,6.90123
17900,6.90123
17A,6.90123
17G,6.90123
17V-5,6.49577
17万,5.98494
17亿,6.20809
17日,3.25058
17时,5.98494
17．32,6.90123
18,2.76607
18%,5.98494
18.2,6.90123
18.6,6.90123
180,4.54986
1800,5.51494
18000,6.49577
1800亿,6.49577
18088,6.90123
18095,6.90123
180亿,6.20809
183,5.51494
18372,6.90123
1842年,6.90123
1847年,6.90123
1850,5.98494
1850O,6.90123
1850万,6.49577
1854年,6.90123
1863年,6.20809
1866,6.90123
1868年,5.98494
1872年,6.90123
1874年,6.90123
1886年,6.49577
1888年,6.20809
189,6.90123
18900,6.90123
1890年,6.49577
1893年,6.49577
1894—1895,6.90123
1894年,6.20809
1897年,6.90123
1899年,6.90123
18C,6.90123
18E,5.64847
18E/F,5.39716
18F,6.49577
18L,6.90123
18万,6.20809
18亿,5.80262
18分,6.20809
18日,3.4355
18时,5.80262
18秒,6.20809
18Ｅ,6.90123
19,3.56903
19.1%,6.20809
19.2千,6.49577
19.4,6.90123
19.5,6.90123
19.5亿,6.49577
190,5.64847
1900,6.20809
1900年,6.20809
1901年,6.20809
1903年,6.49577
1905年,6.90123
1906年,6.20809
1908年,6.90123
190m,6.90123
191,6.49577
1913—1914,6.90123
1914年,6.49577
1917年,5.98494
1918年,6.20809
1919年,6.20809
192,5.80262
1920年,6.20809
1922年,6.20809
1923年,5.80262
1924年,5.64847
1925年,5.98494
1926年,5.10947
1927年,5.2918
1928年,5.39716
1929年,5.19649
193,6.49577
1930年,5.39716
1931年,5.10947
1932年,5.51494
1933年,5.39716
1934年,5.39716
1935年,5.2918
1936年,5.64847
1937年,4.82179
1938年,4.95532
1939年,5.64847
194,6.49577
1940年,5.39716
1941年,4.82179
1942年,5.51494
1943—1944,6.90123
1943年,5.64847
1944年,5.39716
1945年,4.59865
1946年,4.82179
1947年,5.2918
1948年,5.19649
1949年,4.88633
1950年,5.10947
1951年,4.88633
1952年,5.51494
1953年,5.98494
1954年,5.19649
1955年,4.95532
1956年,5.39716
1957年,5.80262
1958年,5.51494
1959年,4.76117
1960,6.49577
1960年,5.02943
1961年,4.95532
1962年,5.2918
1963年,5.2918
1964年,5.39716
1965年,5.51494
1966年,5.64847
1967年,5.39716
1968年,6.20809
1969年,5.39716
1970亿,6.90123
1970年,5.10947
1971年,5.02943
1972年,4.76117
1973年,5.64847
1974年,4.95532
1975年,5.2918
1976年,6.20809
1977-1978,6.90123
1977年,5.51494
1978年,4.82179
1979年,4.22709
1980,6.20809
1980年,4.41633
1981年,5.19649
1982年,4.82179
1983年,4.45889
1984年,4.82179
1985年,4.22709
1986年,4.41633
1987年,4.88633
1988年,4.41633
1989年,4.64994
198亿,6.49577
1990,5.80262
1990年,4.82179
1991,6.49577
1991年,3.68236
1992,6.49577
1992年,4.50334
1993,6.90123
1993年,4.19318
1994年,4.01086
1995,6.90123
1995年,3.83318
1996,6.20809
1996-1999,6.49577
1996年,3.70256
1997年,3.64314
1998,6.49577
1998年,3.74423
1999,6.49577
1999年,3.21235
19:30—20:00,6.90123
19亿,5.98494
19日,3.09457
19时,5.2918
19秒,6.90123
1A,5.64847
1B,5.98494
1G,6.90123
1N,6.90123
1O,6.90123
1S,6.49577
1W,5.98494
1·28,6.90123
1∶1,6.90123
1∶1000,6.90123
1万,4.50334
1亿,4.70401
1分,5.98494
1日,2.84945
1时,6.49577
1月,2.06099
1月份,5.51494
1点,6.49577
1秒,6.90123
1％,6.49577
1．2,6.90123
1．2万,6.90123
1．4％,6.90123
1．5,6.90123
1．5万,6.49577
1．60,6.49577
1．65,6.49577
